state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,customer service calls,churn
DE,64,415,402-3599,0,1,27,101,34.22,89,12.22,127,6.76,3,3.32,1,0
ND,12,510,379-5211,1,0,0,117,36.84,126,9.9,110,9.9,4,2.65,2,0
OR,48,415,405-9217,0,0,0,92,32.37,85,26.99,113,6,4,2.24,2,0
NY,181,408,340-9200,0,0,0,91,24.36,58,16.62,95,10.05,7,1.62,1,0
MO,168,415,339-9026,0,1,42,57,16.56,98,17.31,124,7.83,2,3.08,2,0
FL,155,415,343-4772,0,0,0,111,30.84,92,14.25,122,7.58,3,3.05,3,0
ND,105,510,345-2108,0,0,0,83,41.89,101,21.78,151,7.61,4,1.03,0,0
NY,11,415,401-4650,0,0,0,130,24.38,50,24.6,100,8.73,6,2.62,2,0
ND,182,415,400-3945,0,0,0,111,17.83,120,16.87,91,11.62,5,2.16,2,0
NY,104,415,338-3781,0,0,0,93,26.55,54,16.41,94,10.02,5,3.54,1,0
OH,102,415,342-6316,0,0,0,125,19.52,126,6.96,101,13.69,4,3.24,0,0
AL,122,415,336-5920,0,0,0,96,39.53,120,17.47,91,9.62,2,3.21,0,0
SC,41,415,332-1060,0,0,0,117,24.41,108,12.95,110,8.75,3,2.32,1,0
GA,132,415,418-3426,0,0,0,132,30.04,80,20.75,120,7.93,4,2.46,2,0
WY,76,415,408-6326,0,0,0,148,44.78,69,19.58,101,7.68,5,3.08,1,1
WV,13,415,334-6142,0,0,0,74,24.89,92,12.62,96,9.75,3,3.05,1,0
HI,115,415,336-6128,0,1,33,72,24.65,157,16.53,138,10.9,3,3.83,2,0
WV,67,408,406-6708,0,0,0,91,28.53,69,14.25,71,4.96,12,2.27,1,0
LA,154,510,388-8670,0,0,0,99,28.37,97,13.17,89,8.52,5,1.94,0,0
AR,100,510,363-5853,0,0,0,87,24.23,88,16.63,117,5.49,8,2.11,2,0
AK,146,510,383-6544,1,0,0,65,22.61,93,22.34,128,9.64,3,3.02,1,0
DC,148,415,378-2940,0,1,11,129,42.99,88,24.17,99,11.83,1,3.32,1,0
AL,67,415,338-7683,0,1,28,94,16.15,73,24.75,114,7.18,2,2.7,2,0
UT,161,510,329-2786,1,0,0,106,33.01,105,21.2,129,11.47,1,3.48,1,1
KS,70,415,369-9465,0,0,0,114,37.88,113,18.35,122,10.06,0,0,1,0
MN,116,510,337-3769,0,0,0,82,34.31,95,19.68,130,10.17,5,4.46,0,0
VA,99,415,400-6257,0,1,42,125,36.72,104,19.75,100,9.7,4,2.51,2,1
UT,87,415,411-6663,0,0,0,108,24.87,102,14.6,66,7.54,9,1.43,1,0
IN,87,510,384-3101,0,0,0,85,39.92,91,11.98,93,9.19,5,2.57,1,0
CT,70,408,339-5329,0,0,0,111,33.76,115,18.18,105,7.7,6,2.86,2,0
DE,131,408,388-9944,0,0,0,80,16.05,101,18.28,108,8.09,9,3.54,2,0
VT,119,510,403-1769,0,0,0,74,32.37,113,18.33,111,7.25,1,2.7,2,0
MO,119,408,390-1612,0,1,32,77,24.24,126,17.7,102,7.69,2,3.24,3,0
RI,87,510,421-7214,1,0,0,80,22.81,71,14.03,102,7.79,5,2.89,0,0
CA,112,415,338-6962,0,0,0,92,19.02,143,9.69,79,6.61,3,3.81,5,1
RI,75,415,333-9826,0,0,0,89,20.88,104,17.96,91,11.76,2,2.89,2,0
CT,150,510,411-8549,0,0,0,77,32.18,105,18.78,117,10.74,5,2.48,4,0
IN,161,510,381-9234,0,1,38,112,40.87,102,17.15,112,9.27,6,4.35,0,0
FL,91,510,387-9855,1,1,24,112,15.9,128,15.59,133,10.83,3,2.67,0,0
KS,124,415,371-6990,0,0,0,104,26.96,77,17.95,104,8.07,8,2.75,3,0
NY,94,510,417-3046,1,0,0,109,41.34,88,12.5,99,4.27,4,1.94,4,0
TX,217,408,385-7082,0,0,0,115,29.99,128,13.5,107,13.8,3,2.51,4,0
RI,158,510,365-5886,0,0,0,129,37.55,108,20.59,75,10.5,5,1.73,0,0
NV,102,415,373-5196,0,0,0,87,24.55,128,22.65,59,9.79,7,1.92,0,0
UT,85,510,327-6194,0,0,0,107,36.09,103,19.41,116,7.35,3,2.08,0,0
OK,79,510,381-4565,0,0,0,72,24.99,102,14.08,107,10.94,9,2.27,1,0
MN,139,510,357-9832,0,1,25,112,16.35,70,15.21,84,8.19,10,3.48,2,0
NC,103,415,396-4845,0,0,0,118,44.78,69,15.22,112,9.66,2,2.78,0,0
OR,98,415,378-6772,1,0,0,67,2.13,90,21.81,88,7.62,9,2.08,1,0
NH,78,408,353-4296,0,0,0,116,27.59,86,16.35,100,10.83,3,2.73,2,0
AK,50,408,362-8331,0,0,0,107,31.21,118,4.98,99,9.12,3,2.35,1,0
OR,161,415,362-4685,0,0,0,109,30.28,86,12.45,78,6.19,2,2.3,1,0
KS,67,408,383-1431,0,0,0,101,34.24,122,8.3,119,9.11,3,1.89,0,0
WV,86,415,332-2258,0,1,38,158,20.91,119,11.38,103,6.22,4,3.59,1,0
GA,92,510,375-8304,0,0,0,125,35.36,76,16.91,97,3.44,6,2.32,0,0
NM,174,415,340-5580,0,0,0,72,40.66,124,16.02,116,4.75,3,2.38,1,0
OH,124,510,362-1490,0,0,0,97,32.81,99,7.63,104,7.78,3,4.13,1,0
ND,132,415,336-4281,0,1,31,101,29.67,105,20.88,76,7.78,9,2.78,1,0
RI,190,415,361-1315,0,1,26,71,19.84,88,12.4,103,7.88,3,2.67,1,0
HI,101,510,342-5906,0,0,0,127,15.95,104,12.75,116,10.85,2,2.89,1,0
WY,185,415,405-7904,1,1,30,114,26.2,106,10.09,105,11.63,3,3.48,2,0
NY,68,415,349-4762,0,1,29,82,40.72,105,17.32,70,7.55,6,2.67,0,0
KS,117,510,385-3263,0,1,25,140,36.72,69,19.05,112,12.06,4,3.19,0,0
LA,118,408,405-9496,0,0,0,97,31.86,89,15.11,97,10.5,6,3.29,1,0
PA,124,415,396-6775,0,0,0,119,28.46,143,19.82,115,4.93,5,2.78,0,0
NV,22,510,393-6475,0,0,0,108,27.27,88,18.54,115,8.68,4,3.38,1,0
MN,75,415,379-7779,0,0,0,92,24.34,142,17.77,96,7.79,9,3.21,1,0
PA,134,408,408-8650,0,0,0,122,34.9,155,20.44,107,8.06,9,1.35,1,0
MO,164,408,400-3497,0,1,25,88,37.25,99,12.88,60,2.25,6,3.86,1,0
NY,44,510,407-9244,0,0,0,77,24.34,114,14.43,77,9.71,4,2.05,1,0
ME,177,415,406-8809,0,0,0,106,39.58,97,14.89,77,9.55,7,3.38,2,0
NH,110,408,358-1778,0,0,0,81,27.54,89,21.04,99,7,8,2.4,0,0
WY,53,415,337-4339,0,1,27,119,4.4,96,17.55,64,10.26,7,1.76,1,0
NY,108,415,344-7197,0,0,0,123,26.21,86,9.55,75,11.09,4,4.16,4,1
ME,80,408,333-7631,0,0,0,113,54.79,95,18.87,123,7.33,8,1.81,0,1
MN,158,408,372-6623,0,0,0,112,35.68,82,18.81,93,9.45,3,2.21,1,0
OH,114,415,363-2602,0,0,0,88,32.56,78,14.89,118,9.91,0,0,0,0
NC,64,408,387-7757,0,1,19,150,49.49,123,19.27,67,9.86,2,2.03,1,0
SD,88,415,397-5381,0,0,0,115,36.65,85,18.38,65,7.71,1,3.19,3,0
UT,82,510,406-4604,1,0,0,101,35.5,87,18.16,86,7.88,6,3.35,3,0
KY,111,415,376-9513,0,0,0,97,43.5,129,17.35,84,7.71,5,3.32,3,0
MT,60,408,360-1852,0,0,0,97,42.96,121,18.79,100,4.95,4,3.35,2,0
NJ,113,408,421-7270,0,0,0,72,22.46,107,21.04,123,11.08,6,1.86,3,0
FL,109,408,371-9482,0,0,0,115,36.89,142,17.6,106,12.06,4,2.21,1,0
IN,105,510,337-4101,0,1,42,79,17.32,97,18.96,77,10.87,2,3.48,0,0
DE,85,510,420-2796,0,0,0,100,35.96,88,15.69,131,7.39,4,3.59,2,0
AL,131,510,366-4225,0,0,0,86,26.08,81,16.87,83,7.4,3,2.81,0,0
ME,59,510,398-4567,0,0,0,95,28.27,87,20.34,108,5.54,3,2.7,2,0
SD,148,408,388-4571,0,0,0,87,31.48,96,14.48,104,7.43,13,2.57,1,0
VA,210,408,360-8666,0,0,0,121,17.78,71,12.71,67,11.48,8,1.76,2,0
AK,115,415,333-3704,0,0,0,105,41.68,109,13.52,74,10.35,8,1.94,0,0
ID,106,510,383-2566,0,0,0,120,46.65,82,16.88,62,7.24,3,1.62,1,0
RI,93,415,406-5584,0,0,0,78,16.73,129,21.22,114,11.17,4,3.83,1,0
KY,57,415,344-4691,0,1,29,121,47.58,109,18.96,94,11.33,2,3.51,1,0
ND,98,510,347-9737,0,0,0,127,31.82,88,16.63,129,8.18,4,1.38,1,0
HI,157,415,333-7961,0,0,0,95,46.95,119,14.09,79,6.82,4,0.59,3,0
WI,116,415,364-2439,0,1,35,104,34.07,89,23.19,100,9.65,4,2.24,1,0
WV,30,510,411-8043,0,0,0,96,27.59,122,20.74,89,8.1,4,2.46,2,0
NJ,111,510,332-5084,0,0,0,128,30.07,56,8.74,84,9.62,2,2.84,4,1
KS,52,415,413-4831,0,0,0,78,28.14,89,17.47,124,9.61,6,3.29,0,0
AL,72,415,343-4806,0,0,0,93,37.03,113,16.12,91,8.22,5,2.81,4,0
NJ,135,510,401-8735,0,1,28,100,34.24,117,20.95,131,6.97,4,3.48,2,1
NC,86,510,391-8626,0,0,0,115,32.39,130,15.27,89,11.63,5,2.73,3,0
DE,98,415,327-5817,0,1,29,97,30.58,89,16.08,76,7.39,7,3.46,3,0
WY,151,510,381-4712,0,0,0,104,40.1,91,6.85,116,9.58,2,1.57,3,0
ID,118,415,335-3320,0,0,0,112,23.87,60,15.9,155,9.36,1,2.13,0,0
NY,117,415,415-8780,0,0,0,115,24.58,66,22,113,11.39,9,2,2,0
MO,55,510,362-1146,0,0,0,100,32.13,99,10.07,87,11.16,6,4.62,0,0
ID,82,408,352-7413,0,0,0,93,17.17,104,13.23,93,13.7,2,3.59,0,0
IA,152,415,387-6716,0,0,0,98,35.07,82,24.89,121,1.97,4,2.86,1,0
TN,108,408,352-1127,0,1,15,85,28.07,93,22.7,114,11.28,4,2.94,1,0
OH,98,408,368-1288,0,0,0,129,28.05,113,17.22,94,7.75,7,3.38,1,1
IL,130,415,403-5279,0,0,0,95,26.5,97,21.77,103,11.83,3,3.16,3,0
FL,136,408,397-9333,1,0,0,122,33.86,114,18.25,105,6.79,7,3.19,1,0
MA,47,415,411-7353,0,0,0,116,26.4,85,16,73,11.12,4,3.32,3,0
OK,189,415,383-2537,0,0,0,106,35.41,123,20.12,120,8.06,5,3.05,3,0
KY,107,415,330-4419,0,0,0,79,26.71,124,13.82,138,6.75,6,3.27,1,0
MI,91,415,390-7930,0,0,0,165,26.25,121,14.31,81,10.8,4,3.16,5,1
NE,159,415,362-5111,0,0,0,105,32.15,147,20.92,106,10.89,5,2.81,1,1
VA,11,408,358-6796,0,1,24,98,22.36,111,19.57,87,12.77,3,2.7,2,0
NY,167,415,409-7494,0,0,0,85,28.29,135,20.67,95,10.31,5,2.67,1,0
MT,111,408,400-1636,0,0,0,75,24.19,106,10.44,94,10.33,9,3.46,2,0
VT,99,408,389-2747,0,1,19,103,14.91,86,18.96,112,8.2,4,1.97,2,0
KS,159,415,415-2176,0,1,19,78,31.3,71,16.53,101,10.15,3,4.56,0,0
VA,114,415,377-8067,1,1,31,104,29.67,92,19.06,91,5.23,10,3.32,2,0
AL,71,415,362-7835,0,0,0,103,17.56,79,11.77,98,7.42,2,2.43,2,0
PA,122,415,361-5225,0,0,0,62,5.97,89,15.37,58,11.32,2,3.43,1,0
AL,100,408,333-3447,0,1,25,94,41.92,112,12.02,109,8.54,5,3.51,1,0
WV,83,415,341-3044,0,1,37,109,13.35,101,17.89,102,8.09,4,3.19,1,0
NV,64,408,350-7306,0,0,0,73,25.18,101,14.02,125,9.72,2,3.32,5,1
TN,105,408,353-8849,0,0,0,84,35.05,138,21.79,91,5.27,3,2.43,1,0
ID,144,415,402-3476,0,1,33,87,42.77,118,16.8,97,9.41,3,3.29,2,0
WY,106,415,338-6018,1,1,26,111,45.95,90,18.29,133,11.43,7,3.89,1,1
TX,19,510,409-3520,0,1,34,97,26.62,97,19.06,135,11.74,1,3.05,1,0
MA,46,408,357-1085,0,0,0,81,23.7,113,19.01,77,7.79,6,3.67,1,0
IL,127,510,353-3285,0,0,0,108,37.43,124,16.01,113,7.77,3,3.16,2,0
LA,9,415,409-9885,0,1,39,108,36.4,115,14.38,117,8.54,3,2.73,1,0
CO,157,415,388-7701,0,0,0,74,33.32,96,18.14,81,8.86,6,2.13,1,0
UT,105,415,385-8184,0,0,0,71,18.09,83,20.41,114,6.65,4,1.43,6,1
MI,105,415,345-2863,0,1,29,113,30.5,100,23.41,105,11.07,5,2.7,0,0
NH,155,408,353-6300,0,0,0,30,36.84,125,12.27,106,6.09,1,2.92,2,0
ID,31,415,389-5649,0,0,0,129,30.14,105,12.99,92,7.33,2,1.38,0,0
WA,161,415,378-8137,0,0,0,117,25.77,87,18.65,68,10.11,5,1.08,1,0
MN,95,408,340-4627,0,1,32,123,44.57,82,14.04,57,8.74,5,2.86,0,0
NY,122,415,352-6833,0,0,0,110,29.51,84,7.79,103,9.53,7,2.62,3,0
MD,37,415,420-2000,1,0,0,76,18.12,89,12.53,113,10.61,8,2.59,2,0
GA,132,415,368-5437,0,0,0,106,32.86,94,10.91,119,7.29,4,3.13,5,1
HI,119,408,418-8170,0,1,24,94,36.92,52,11.79,85,6.27,4,3.05,0,0
AL,16,408,403-9417,0,0,0,89,35.62,85,14.69,102,4.23,4,2.38,1,0
CT,99,408,330-6165,0,0,0,105,16.22,101,17.61,117,6.12,5,1.51,1,0
CO,76,408,412-4185,0,1,26,110,36.48,87,17.44,140,6.06,2,2.19,1,0
KS,167,415,409-4734,0,0,0,120,22.37,96,17.96,97,7.57,4,3,4,1
NJ,129,415,348-9828,0,0,0,117,28.63,129,18.45,100,3.67,7,3.19,1,0
FL,116,408,418-8850,0,0,0,123,24.89,113,15.01,102,9.57,5,2.11,1,0
CA,60,415,330-8351,1,0,0,110,31.11,93,17.57,119,9.17,6,3,1,0
KS,128,415,347-7773,0,0,0,122,17.56,123,20.9,95,7.25,7,1.73,0,0
TX,47,408,392-6841,0,1,28,70,19.07,106,13.16,105,7.5,2,2.86,0,0
MN,40,510,354-2189,1,0,0,55,29.02,108,15.22,89,12.69,9,2.21,3,0
AK,173,510,349-9060,0,0,0,78,29.33,91,12.12,63,4.59,2,2.94,0,0
OR,157,510,334-1311,0,1,30,107,33.03,108,20.67,114,14.5,5,1.92,1,0
MS,66,408,415-3120,0,1,32,117,31.93,90,11.03,113,5.95,3,3.24,2,0
VT,50,415,387-5891,1,1,26,94,52.21,78,24.6,109,7.87,3,2.16,0,0
UT,72,415,368-8026,0,0,0,106,20.09,136,14.21,106,9.64,3,3.29,3,0
KS,130,510,332-9446,0,0,0,95,26.18,106,17.5,75,10.52,1,3.48,1,0
NV,143,408,393-5284,0,0,0,101,26.44,89,18.14,61,10.71,11,2.05,1,0
DE,89,510,376-1677,1,0,0,108,21.35,90,18.11,108,8.18,5,1.46,1,0
IN,108,415,392-2268,0,0,0,104,33.88,92,19.06,57,6.3,2,4.1,0,0
TX,32,408,396-4311,0,0,0,88,26.84,132,15.37,102,5.96,3,3.46,1,0
MA,166,415,363-4005,0,0,0,81,34.58,110,14.25,124,5.94,5,2.48,2,0
VT,109,408,344-9966,0,0,0,113,37.77,122,18.57,88,11.97,5,2.94,1,0
CA,72,408,337-7377,0,1,39,98,15.78,115,23.05,83,7.52,7,1.57,1,0
IA,134,415,373-7037,0,1,32,78,36.86,111,8.69,83,7.83,2,2.32,0,0
NH,13,415,356-7580,0,0,0,89,32.84,90,16.52,104,8.39,2,2.62,4,0
GA,90,415,390-3401,0,0,0,108,19.24,63,16.09,124,12.23,4,3.81,3,0
WI,111,415,350-9313,0,1,36,54,28.25,109,20.3,92,4.9,2,3.02,3,0
CO,101,408,420-9009,0,1,23,101,44.57,80,13.35,100,5.81,14,1.97,1,0
SC,72,415,415-2641,0,0,0,92,35.33,110,16.63,124,8.32,4,3.54,0,0
MI,67,510,392-4929,0,1,35,89,41.72,102,12.6,136,12.33,6,2.03,1,0
MD,172,408,346-5068,0,0,0,108,48.81,125,15.16,98,6.89,2,3.89,3,1
IN,154,510,389-2631,0,1,32,82,32.69,134,14.05,74,9.23,1,2.43,2,0
ME,69,510,368-3808,0,0,0,122,33.01,81,20.58,80,9.71,3,2.62,2,0
DC,123,415,406-8599,0,0,0,92,35.87,102,18.45,104,9.67,7,2.65,3,0
TN,130,415,386-7456,0,1,12,92,24.12,102,19.46,101,8.78,5,2.35,0,0
FL,142,415,357-4936,0,1,26,94,37.49,126,20.36,109,11.44,9,1.59,2,0
WA,29,415,397-7411,0,0,0,122,26.76,75,12.33,92,12.68,2,2.51,1,0
HI,87,408,353-6218,0,1,28,106,24.4,147,19,69,7.89,5,3.02,0,0
NE,149,415,369-5942,0,0,0,56,26.52,116,4.76,104,7.35,8,2.4,0,0
TN,146,408,416-8543,1,0,0,63,27.22,112,17.71,98,7.99,3,2.48,2,0
MD,88,415,358-4576,1,0,0,98,39.97,79,21.4,76,12.87,2,1.94,4,1
NM,119,415,352-5118,1,1,15,95,27.2,110,17.81,107,3.7,5,2.35,5,1
VT,48,510,408-2621,0,0,0,63,32.03,89,14.1,71,9.26,2,3.56,1,0
OR,135,415,353-3994,0,0,0,97,33.12,118,20,126,7.85,3,2.97,1,0
IN,100,510,367-4277,0,0,0,117,42.13,95,11.05,125,6.04,2,1.86,1,0
MO,98,415,354-3237,0,0,0,80,37.6,104,18.16,89,13.13,3,3.21,4,0
FL,75,510,394-8504,0,1,26,86,20.15,118,18.18,99,5.97,3,3.62,2,0
DC,180,415,370-4139,0,1,33,78,39.41,79,19.8,121,9.31,4,2.05,1,0
VT,100,415,382-6135,0,1,25,90,36.7,92,21.92,157,8.11,4,3.13,1,0
OH,119,415,359-5718,0,1,35,92,36.91,134,18.77,93,11.23,5,2.16,2,0
MO,86,415,385-3111,0,0,0,96,14.2,63,18.79,75,15.74,3,3.4,0,0
LA,155,408,353-4880,0,1,39,106,31.16,101,17.43,90,11.87,7,1.38,1,0
IL,78,415,343-7019,1,0,0,141,40.26,101,22.55,77,6.86,2,2.57,1,1
NJ,153,415,419-6133,0,0,0,90,32.95,121,16.6,108,8.22,3,2.3,1,0
IA,92,510,350-7344,0,1,25,112,22.78,111,17.51,118,8.13,4,2.62,0,0
WA,13,510,397-6064,0,1,25,65,30.02,96,14.68,128,4.7,5,3.05,2,0
NE,154,415,363-6896,0,0,0,93,32.54,119,17.46,121,9.26,3,2.75,3,0
CT,144,510,416-9021,1,1,35,127,29.72,93,18.67,90,11.51,3,3.46,0,0
WV,48,408,408-3269,0,0,0,67,46.78,108,15.32,110,7.15,2,2.13,1,0
ND,94,408,408-9463,0,0,0,85,29.58,114,20.49,94,9.35,1,2.13,1,0
UT,139,415,340-7062,0,0,0,132,28.05,86,21.22,128,7.66,8,3.4,1,0
MS,126,415,417-4309,0,0,0,102,38.88,99,14.34,100,10.06,4,3.19,1,0
MN,122,415,421-2659,0,0,0,88,18.34,109,20.04,119,10.29,3,2.57,2,0
NH,139,510,383-2017,0,0,0,140,37.62,89,13.41,89,8.66,6,3.05,1,0
LA,95,415,411-6294,0,0,0,84,23.99,108,17.97,127,4.67,6,1.59,3,0
ME,80,408,332-9525,0,1,31,92,28.29,74,20.26,84,6.78,4,2.89,4,0
KS,131,415,401-5012,0,1,28,87,42.43,138,19.31,92,10.8,3,2.05,3,0
KS,36,510,368-8835,0,0,0,83,30.36,103,18.11,119,8.91,5,2.94,1,0
NV,180,510,351-1382,0,0,0,96,23.63,64,19.12,118,7.69,5,4.24,2,0
MT,25,415,359-7694,0,0,0,98,22.83,109,17.2,100,8.82,5,3.4,2,0
MT,113,415,419-5505,0,0,0,93,36.7,85,20.41,123,7.05,5,1.32,3,0
ID,88,415,341-4570,0,1,31,91,30.87,120,18.12,104,9.35,4,3.08,1,0
AK,120,415,366-6991,0,0,0,97,30.33,113,14.31,93,5.42,9,2.51,1,0
UT,74,415,377-7399,0,0,0,84,18.09,104,11.92,81,4.09,3,3.08,1,0
AR,109,510,377-9092,0,0,0,101,29.02,82,20.42,112,5.36,4,3.08,2,0
LA,162,510,373-6681,0,1,33,139,31.37,78,15.57,106,5.73,6,3.32,0,0
KS,124,510,417-7736,0,1,37,109,27.4,79,17.36,87,10.42,4,2.4,1,0
OR,177,408,393-2812,0,0,0,77,14.43,109,21.89,66,9.47,5,2.03,2,0
WI,91,510,398-3176,0,0,0,71,37.04,116,19.56,110,10.44,2,2.86,1,0
CO,105,408,334-8694,0,0,0,98,46.05,110,19.23,60,8.05,5,2.38,0,1
KS,24,510,369-5449,0,0,0,91,41.31,77,15.63,109,8.29,6,4.13,0,1
IL,48,510,380-5246,0,0,0,71,21.79,78,4.09,80,5.23,3,2.4,0,0
IA,86,408,390-3873,0,0,0,115,21.47,112,14.35,95,6.96,7,2.65,2,0
AZ,163,510,354-4568,0,0,0,56,30.38,79,18.33,84,6.87,2,2.86,4,0
NE,91,510,339-6968,0,0,0,109,27.03,142,21.68,73,3.71,4,2.73,0,0
ID,56,510,379-5933,0,0,0,79,25.65,87,13.75,115,7.55,5,3.16,3,0
OH,147,415,365-5682,1,1,24,118,37.38,116,17.72,111,15.86,4,2.19,3,0
TX,64,415,382-8518,0,0,0,116,28.56,94,16.35,98,7.49,3,2.73,2,0
TN,108,510,356-8449,0,1,34,83,27.56,117,14.6,76,11.69,3,2.59,4,1
OK,159,510,333-3460,0,0,0,107,33.8,91,16.62,120,9.6,7,4.46,5,0
ND,136,510,375-8596,1,0,0,90,43.66,104,19.56,82,6.46,10,2.46,3,0
MT,116,415,384-5907,0,1,35,122,31.08,119,18.08,103,8.72,2,2.97,1,0
NC,45,408,373-2903,0,1,38,92,33.46,108,21.61,85,11.78,2,2.08,1,0
MN,122,415,361-7702,0,0,0,120,23.82,128,19.67,127,8.46,5,3.02,2,0
MN,138,415,388-5850,0,0,0,83,33.03,97,16.14,102,10.45,3,2.43,5,0
MA,132,415,405-6298,0,0,0,66,19.99,108,18.19,94,10.78,5,2.38,1,0
PA,101,415,368-2074,1,0,0,108,32.93,98,15.86,100,10.04,8,3.13,0,0
GA,58,510,328-5050,0,0,0,105,41.33,108,19.67,120,8.14,4,2.11,2,0
NV,81,415,395-5783,0,0,0,132,24.72,91,10.99,109,8.39,4,1.4,1,0
TX,87,415,420-7301,0,0,0,105,28.75,102,14.44,106,11.02,10,2.67,3,0
ME,116,510,328-2478,0,0,0,93,38.98,111,15.68,91,7.57,3,2.38,2,0
RI,85,415,381-2460,1,0,0,97,33.52,115,17.99,133,9.45,4,2.24,4,0
MN,62,510,390-9811,0,1,33,84,31.69,136,17.09,103,12.9,3,3,2,1
NH,90,415,373-5670,0,0,0,121,12.94,73,24.68,89,10.66,3,2.92,0,0
TN,98,415,351-7016,0,0,0,65,27.68,109,15.73,104,9.88,3,1.62,2,0
UT,73,415,394-9934,0,0,0,115,30.99,97,16.93,113,5.41,5,4.86,1,0
RI,107,510,422-8268,1,0,0,83,33.05,84,21.06,93,11.04,7,3.02,2,0
NH,55,408,373-7690,0,1,20,95,32.18,113,10.08,102,11.26,4,3.38,2,0
AK,76,415,366-9781,0,1,22,107,27.22,136,14.34,102,1.04,4,2.57,3,0
NC,30,510,404-5427,0,0,0,76,24.65,112,20.46,134,8.87,4,1.92,3,0
AZ,157,415,389-9783,0,0,0,105,37.52,127,10.14,113,7.43,7,3.11,4,0
MA,40,408,351-7005,0,1,31,69,38.2,81,11.43,104,5.41,5,2.03,1,1
TN,72,408,348-2009,0,0,0,79,24.99,103,13.8,80,7.33,4,2.84,1,0
WY,95,415,340-4236,0,1,39,130,44.34,111,18.14,97,8.8,5,2.73,1,0
IA,42,415,348-1528,0,0,0,127,26.42,45,13.95,128,7.1,3,2.43,0,0
IN,86,415,365-5039,0,0,0,112,28.25,81,21.7,97,10.26,7,1.46,1,0
NJ,131,415,411-1810,0,0,0,115,36.01,102,22.14,96,6.49,7,2.92,0,0
FL,55,510,364-7644,0,1,45,114,22.19,94,17.71,114,6.37,5,2.97,4,1
MT,74,415,335-9066,0,0,0,102,27.66,105,24.82,80,8.25,6,2.35,0,0
ND,81,408,362-7581,1,1,37,76,40.31,125,22.46,120,12.21,3,2.13,1,0
MI,81,408,346-1095,0,0,0,102,28.25,112,18.5,68,9.91,2,3.56,4,0
MT,28,415,357-9136,0,0,0,48,20.69,112,10.69,122,11.77,2,2.24,6,1
AL,111,510,390-7863,0,0,0,62,29.99,124,17.09,138,6.77,2,3.02,0,0
NV,3,510,344-2416,0,1,27,116,11.46,78,20.74,93,12.65,2,3.08,2,0
MI,51,415,373-1448,0,0,0,129,39.05,104,28.56,128,8.68,1,2.59,1,1
FL,68,415,360-7076,0,1,24,118,29.92,116,23.62,71,7.86,7,3.97,1,0
NY,163,408,413-2241,0,0,0,77,42.11,108,22.91,82,7.53,7,2.59,0,1
KS,87,510,343-3961,0,0,0,90,19.62,68,22.32,69,11.06,5,3.54,2,0
NC,58,510,375-4107,0,0,0,95,19.07,108,17.82,78,11.74,1,3.75,0,1
MN,109,408,414-7410,0,0,0,138,27.64,109,13.09,118,9.44,4,3.11,0,0
RI,111,415,351-2535,0,0,0,107,39,99,18.2,95,13.03,6,2.81,4,0
UT,144,415,416-9615,0,0,0,96,23.73,93,10.56,75,4.3,4,4.05,2,0
OR,135,415,377-1293,0,0,0,66,44.85,116,21.36,112,9,2,2.27,5,1
SC,109,415,388-6479,0,1,46,123,36.98,84,19.86,99,7.38,3,2.43,4,0
IL,107,415,390-2755,0,1,14,132,19.43,91,16.98,74,8.76,8,2.03,1,0
OH,149,408,340-5930,0,0,0,108,33.37,96,11.63,87,6.96,3,2.08,2,0
MA,56,510,401-3622,0,0,0,95,43.04,116,15.98,133,6.39,4,1.19,1,0
OR,129,408,382-1104,0,0,0,99,16.66,62,20.46,123,11.47,4,2.84,0,0
CA,92,408,355-9324,0,0,0,118,42.4,95,17.98,116,7.61,3,2.46,0,0
WV,67,415,393-4843,0,1,30,107,22.03,104,19.81,93,13.37,5,3.92,1,0
VT,120,415,401-4052,0,0,0,106,37.62,98,22.75,80,5.02,7,2.51,0,0
ID,166,415,385-1830,0,0,0,106,37.52,118,15.11,102,9.27,9,3.35,1,0
OR,66,408,348-7409,0,0,0,76,14.89,111,22.27,125,8.31,5,2.48,1,0
GA,76,408,361-4910,0,0,0,61,34.61,127,13.74,97,7.92,3,2.27,0,0
ME,79,415,415-6578,0,0,0,110,36.31,121,19.97,157,10.33,3,2.38,2,0
HI,98,415,395-5015,0,1,31,112,30.87,100,18.76,121,10.63,4,3.48,2,0
AZ,141,510,369-6012,0,1,22,123,36.62,98,27.94,89,7.22,6,2.11,1,0
UT,49,415,394-4520,0,0,0,90,45.27,117,17.66,98,9.23,2,3.78,2,1
IA,46,510,380-5873,0,0,0,111,33.86,83,14.88,84,9.48,2,2.75,3,0
CT,137,415,372-5384,0,0,0,130,19.55,83,11.71,61,10.08,4,1.97,3,0
WA,171,408,419-1863,0,0,0,69,45.99,112,19.55,111,6.12,5,2.59,1,1
VA,10,415,352-5697,0,0,0,127,37.77,125,13.01,80,10.23,4,3.48,1,0
CO,88,510,373-4274,0,0,0,78,10.52,114,22.32,110,9.56,2,2.38,3,0
LA,89,415,382-4024,0,0,0,92,23.99,126,21.17,73,6.12,2,2.92,2,0
